open_time,open,high,low,close,volume
2019-04-18 08:00:00,5227.0,5318.0,5222.0,5278.5,1343604396.0
2019-04-19 08:00:00,5278.5,5390.0,5155.0,5287.5,1330864714.0
2019-04-20 08:00:00,5287.5,5358.5,5250.5,5320.0,1101158871.0
2019-04-21 08:00:00,5320.0,5348.0,5205.0,5295.5,1261258028.0
2019-04-22 08:00:00,5295.5,5444.0,5256.0,5383.0,1753224027.0
2019-04-23 08:00:00,5383.0,5650.0,5365.0,5529.5,2490883494.0
2019-04-24 08:00:00,5529.5,5622.5,5360.0,5440.0,2552274532.0
2019-04-25 08:00:00,5440.0,5503.5,4960.0,5119.5,2487873376.0
2019-04-26 08:00:00,5119.5,5274.5,5042.0,5149.5,2782394111.0
2019-04-27 08:00:00,5149.5,5221.0,5103.0,5161.5,906388719.0
2019-04-28 08:00:00,5161.5,5212.5,5090.0,5153.5,1090151542.0
2019-04-29 08:00:00,5153.5,5190.0,5060.5,5141.0,1259511670.0
2019-04-30 08:00:00,5141.0,5294.0,5124.5,5264.0,1401021208.0
2019-05-01 08:00:00,5264.0,5350.0,5255.0,5317.0,1226168918.0
2019-05-02 08:00:00,5317.0,5418.5,5305.5,5385.0,1550746064.0
2019-05-03 08:00:00,5385.0,5800.0,5355.0,5657.5,4257938033.0
2019-05-04 08:00:00,5657.5,5850.0,5502.0,5769.0,3376678956.0
2019-05-05 08:00:00,5769.0,5783.0,5607.5,5715.5,2130999207.0
2019-05-06 08:00:00,5715.5,5755.0,5555.5,5684.5,2434873172.0
2019-05-07 08:00:00,5684.5,5975.0,5684.5,5738.0,3524010933.0
2019-05-08 08:00:00,5738.0,6000.0,5642.0,5939.0,2348502656.0
2019-05-09 08:00:00,5939.0,6163.5,5928.5,6140.0,2740351645.0
2019-05-10 08:00:00,6140.0,6424.0,6103.5,6341.5,4080394057.0
2019-05-11 08:00:00,6341.5,7471.5,6341.5,7218.0,7857790177.0
2019-05-12 08:00:00,7218.0,7585.0,6771.0,6975.5,8298233952.0
2019-05-13 08:00:00,6975.5,8190.0,6863.5,7827.0,7322163617.0
2019-05-14 08:00:00,7827.0,8339.0,7627.0,7997.5,6768836755.0
2019-05-15 08:00:00,7997.5,8325.0,7855.5,8203.5,4860301877.0
2019-05-16 08:00:00,8203.5,8400.0,7650.0,7884.5,4690708835.0
2019-05-17 08:00:00,7884.5,7940.0,6380.0,7352.0,5797282171.0
2019-05-18 08:00:00,7352.0,7490.0,7202.0,7258.5,2603107435.0
2019-05-19 08:00:00,7258.5,8340.0,7245.5,8206.5,5010585251.0
2019-05-20 08:00:00,8206.5,8206.5,7578.5,8009.5,5221582421.0
2019-05-21 08:00:00,8009.5,8126.5,7800.0,7959.0,3285592576.0
2019-05-22 08:00:00,7959.0,8057.0,7497.5,7624.0,3386129163.0
2019-05-23 08:00:00,7624.0,7984.5,7460.0,7875.5,3402334516.0
2019-05-24 08:00:00,7875.5,8194.0,7801.5,7997.5,2932142554.0
2019-05-25 08:00:00,7997.5,8173.0,7938.5,8067.0,1826767751.0
2019-05-26 08:00:00,8067.0,8889.0,7883.0,8750.0,3550946328.0
2019-05-27 08:00:00,8750.0,8964.0,8659.0,8779.5,3896581382.0
2019-05-28 08:00:00,8779.5,8823.5,8561.0,8721.0,2621698602.0
2019-05-29 08:00:00,8721.0,8777.0,8442.0,8665.5,2868619212.0
2019-05-30 08:00:00,8665.5,9111.0,7944.0,8274.5,4862775976.0
2019-05-31 08:00:00,8274.5,8579.0,8115.0,8546.0,3025912090.0
2019-06-01 08:00:00,8546.0,8637.0,8456.0,8555.5,1642093097.0
2019-06-02 08:00:00,8555.5,8860.5,8549.0,8738.0,2134326062.0
2019-06-03 08:00:00,8738.0,8744.5,8025.5,8100.5,3905139797.0
2019-06-04 08:00:00,8100.5,8100.5,7435.0,7663.0,5013529082.0
2019-06-05 08:00:00,7663.0,7931.0,7583.5,7783.0,3279925703.0
2019-06-06 08:00:00,7783.0,7880.0,7448.0,7805.0,2969028952.0
2019-06-07 08:00:00,7805.0,8130.0,7764.5,7996.5,2725467874.0
2019-06-08 08:00:00,7996.5,8055.5,7786.0,7926.0,1855869071.0
2019-06-09 08:00:00,7926.0,7958.0,7500.0,7629.0,2490212260.0
2019-06-10 08:00:00,7629.0,8108.0,7515.0,8016.0,2840864492.0
2019-06-11 08:00:00,8016.0,8059.0,7704.5,7917.5,2259291147.0
2019-06-12 08:00:00,7917.5,8273.0,7816.0,8176.5,2810073967.0
2019-06-13 08:00:00,8176.5,8336.5,8047.5,8234.0,2218764077.0
2019-06-14 08:00:00,8234.0,8743.0,8178.5,8695.0,3216324015.0
2019-06-15 08:00:00,8695.0,8929.0,8633.5,8859.5,2663636197.0
2019-06-16 08:00:00,8859.5,9442.0,8794.0,8974.5,5909192014.0
2019-06-17 08:00:00,8974.5,9496.0,8974.5,9347.5,4612766979.0
2019-06-18 08:00:00,9347.5,9364.5,8931.0,9085.5,3970490506.0
2019-06-19 08:00:00,9085.5,9329.5,9045.0,9287.5,2369675840.0
2019-06-20 08:00:00,9287.5,9617.5,9220.5,9532.0,3404805996.0
2019-06-21 08:00:00,9532.0,10287.5,9532.0,10279.5,4982086264.0
2019-06-22 08:00:00,10279.5,11231.5,10111.5,10692.0,8690081969.0
2019-06-23 08:00:00,10692.0,11286.5,10481.0,10841.5,4821767323.0
2019-06-24 08:00:00,10841.5,11110.0,10540.0,11045.0,4046754884.0
2019-06-25 08:00:00,11045.0,11797.5,10996.0,11760.5,6030877932.0
2019-06-26 08:00:00,11760.5,13920.0,11633.0,12930.0,13622106362.0
2019-06-27 08:00:00,12930.0,13333.0,10300.0,11156.5,11918759557.0
2019-06-28 08:00:00,11156.5,12465.0,10741.0,12374.5,7632010874.0
2019-06-29 08:00:00,12374.5,12393.5,11350.0,11870.0,6183781738.0
2019-06-30 08:00:00,11870.0,12227.5,10659.0,10761.0,5853037670.0
2019-07-01 08:00:00,10761.0,11220.0,9950.0,10570.5,6402816721.0
2019-07-02 08:00:00,10570.5,10924.0,9650.0,10840.0,6728492232.0
2019-07-03 08:00:00,10840.0,12028.5,10840.0,11983.5,7359228593.0
2019-07-04 08:00:00,11983.5,12070.0,11042.5,11143.0,5113462968.0
2019-07-05 08:00:00,11143.0,11439.0,10755.0,10991.0,4884327016.0
2019-07-06 08:00:00,10991.0,11747.0,10952.0,11234.0,4233836613.0
2019-07-07 08:00:00,11234.0,11650.0,11070.0,11475.5,3337511399.0
2019-07-08 08:00:00,11475.5,12387.0,11321.5,12290.0,4103506231.0
2019-07-09 08:00:00,12290.0,12840.0,12105.0,12563.5,5990811853.0
2019-07-10 08:00:00,12563.5,13272.0,11530.0,12090.0,8520368140.0
2019-07-11 08:00:00,12090.0,12094.5,10927.5,11336.5,7239763340.0
2019-07-12 08:00:00,11336.5,11943.5,11085.0,11804.0,4443917659.0
2019-07-13 08:00:00,11804.0,11842.5,10800.0,11370.5,4678483104.0
2019-07-14 08:00:00,11370.5,11468.5,10071.0,10185.5,5522316256.0
2019-07-15 08:00:00,10185.5,11069.0,9850.0,10857.0,5652905693.0
2019-07-16 08:00:00,10857.0,11036.0,9351.5,9417.0,6461953944.0
2019-07-17 08:00:00,9417.0,9980.0,9080.0,9695.5,5431626185.0
2019-07-18 08:00:00,9695.5,10802.5,9268.0,10646.5,5561915298.0
2019-07-19 08:00:00,10646.5,10776.0,10101.0,10523.0,4171814081.0
2019-07-20 08:00:00,10523.0,11132.0,10352.5,10760.0,3317358948.0
2019-07-21 08:00:00,10760.0,10827.5,10324.5,10591.5,2703833896.0
2019-07-22 08:00:00,10591.5,10685.0,10057.0,10320.5,3129671215.0
2019-07-23 08:00:00,10320.5,10320.5,9803.0,9844.0,3483479222.0
2019-07-24 08:00:00,9844.0,9920.0,9489.5,9773.0,3473045950.0
2019-07-25 08:00:00,9773.0,10185.0,9740.0,9871.5,2410973560.0
2019-07-26 08:00:00,9871.5,9900.0,9606.5,9845.5,2018508690.0
2019-07-27 08:00:00,9845.5,10300.0,9258.0,9463.5,2938517010.0
2019-07-28 08:00:00,9463.5,9748.0,9100.0,9530.5,2109224537.0
2019-07-29 08:00:00,9530.5,9734.0,9339.5,9502.5,2207241220.0
2019-07-30 08:00:00,9502.5,9885.0,9375.5,9592.5,2294653128.0
2019-07-31 08:00:00,9592.5,10146.0,9575.0,10088.5,2646525279.0
2019-08-01 08:00:00,10088.5,10499.0,9885.0,10415.5,2728317073.0
2019-08-02 08:00:00,10415.5,10664.0,10325.0,10528.0,2769210533.0
2019-08-03 08:00:00,10528.0,10926.0,10514.0,10819.5,2571478309.0
2019-08-04 08:00:00,10819.5,11095.0,10570.0,10982.0,3154544816.0
2019-08-05 08:00:00,10982.0,11971.0,10982.0,11814.5,5082486227.0
2019-08-06 08:00:00,11814.5,12340.0,11220.5,11467.0,5716377385.0
2019-08-07 08:00:00,11467.0,12170.0,11386.0,11987.5,5276244947.0
2019-08-08 08:00:00,11987.5,12147.0,11438.5,12020.0,4296333405.0
2019-08-09 08:00:00,12020.0,12080.5,11651.0,11874.0,3230126803.0
2019-08-10 08:00:00,11874.0,12000.0,11122.0,11280.0,3027196264.0
2019-08-11 08:00:00,11280.0,11596.5,11072.5,11531.5,2097017864.0
2019-08-12 08:00:00,11531.5,11555.0,11222.5,11395.5,1710409465.0
2019-08-13 08:00:00,11395.5,11458.0,10758.5,10858.5,3094724371.0
2019-08-14 08:00:00,10858.5,10862.0,9913.0,10025.0,4998265897.0
2019-08-15 08:00:00,10025.0,10438.0,9475.5,10290.5,6162430723.0
2019-08-16 08:00:00,10290.5,10530.0,9725.0,10350.5,5322247302.0
2019-08-17 08:00:00,10350.5,10475.5,9964.5,10204.0,2469271372.0
2019-08-18 08:00:00,10204.0,10520.0,10061.0,10318.0,2132196783.0
2019-08-19 08:00:00,10318.0,10942.0,10268.0,10925.0,2816151521.0
2019-08-20 08:00:00,10925.0,10959.5,10554.5,10773.5,2741966202.0
2019-08-21 08:00:00,10773.5,10807.0,9855.0,10129.0,4151993497.0
2019-08-22 08:00:00,10129.0,10230.0,9744.0,10104.5,3203858195.0
2019-08-23 08:00:00,10104.5,10463.0,10042.0,10401.5,2333731786.0
2019-08-24 08:00:00,10401.5,10423.5,9850.0,10136.0,2605988158.0
2019-08-25 08:00:00,10136.0,10369.0,9875.0,10135.5,2557057170.0
2019-08-26 08:00:00,10135.5,10805.0,10137.0,10369.0,3095112179.0
2019-08-27 08:00:00,10369.0,10384.0,10025.0,10176.0,2440006950.0
2019-08-28 08:00:00,10176.0,10315.0,9497.5,9701.5,3514832496.0
2019-08-29 08:00:00,9701.5,9702.0,9321.0,9491.5,2455401317.0
2019-08-30 08:00:00,9491.5,9690.0,9341.5,9574.0,1921000276.0
2019-08-31 08:00:00,9574.0,9703.5,9434.5,9602.5,1385068208.0
2019-09-01 08:00:00,9602.5,9844.0,9531.0,9771.5,1378560767.0
2019-09-02 08:00:00,9771.5,10500.0,9745.5,10391.0,3287239990.0
2019-09-03 08:00:00,10391.0,10783.0,10300.0,10630.0,3730362374.0
2019-09-04 08:00:00,10630.0,10879.0,10380.5,10580.5,3667564531.0
2019-09-05 08:00:00,10580.5,10683.0,10454.0,10586.0,2406367926.0
2019-09-06 08:00:00,10586.0,10968.0,10205.0,10310.5,4202998455.0
2019-09-07 08:00:00,10310.5,10576.0,10308.0,10492.5,1719270081.0
2019-09-08 08:00:00,10492.5,10599.0,10252.5,10402.0,1834957860.0
2019-09-09 08:00:00,10402.0,10571.0,10090.0,10318.0,3563034952.0
2019-09-10 08:00:00,10318.0,10394.0,9892.0,10102.5,2461539814.0
2019-09-11 08:00:00,10102.5,10280.0,9850.0,10166.0,2768292719.0
2019-09-12 08:00:00,10166.0,10469.5,10032.0,10433.5,2461241420.0
2019-09-13 08:00:00,10433.5,10458.5,10161.5,10370.0,1974996040.0
2019-09-14 08:00:00,10370.0,10447.5,10221.0,10364.0,1692697317.0
2019-09-15 08:00:00,10364.0,10387.0,10260.0,10314.0,1114698246.0
2019-09-16 08:00:00,10314.0,10391.5,10066.0,10268.0,2217227507.0
2019-09-17 08:00:00,10268.0,10284.0,10137.5,10184.5,1862503320.0
2019-09-18 08:00:00,10184.5,10262.5,10075.0,10163.0,1517895773.0
2019-09-19 08:00:00,10163.0,10442.0,9567.0,10282.5,3368765552.0
2019-09-20 08:00:00,10282.5,10319.5,10061.0,10175.5,1608962567.0
2019-09-21 08:00:00,10175.5,10176.0,9902.5,9975.5,1585453842.0
2019-09-22 08:00:00,9975.5,10100.0,9840.5,10026.0,1698994877.0
2019-09-23 08:00:00,10026.0,10049.5,9603.5,9686.0,2783512865.0
2019-09-24 08:00:00,9686.0,9779.5,8012.0,8533.5,6725380596.0
2019-09-25 08:00:00,8533.5,8748.0,8215.0,8430.0,4045724084.0
2019-09-26 08:00:00,8430.0,8466.0,7736.0,8054.0,4010130760.0
2019-09-27 08:00:00,8054.0,8265.0,7860.0,8189.0,2456542220.0
2019-09-28 08:00:00,8189.0,8400.0,8015.0,8207.0,1727544035.0
2019-09-29 08:00:00,8207.0,8238.5,7900.0,8054.0,1822807833.0
2019-09-30 08:00:00,8054.0,8344.5,7688.0,8299.5,3373793628.0
2019-10-01 08:00:00,8299.5,8532.0,8200.0,8314.0,2754664272.0
2019-10-02 08:00:00,8314.0,8386.0,8173.0,8377.5,1537659900.0
2019-10-03 08:00:00,8377.5,8420.5,8070.0,8240.5,1946444699.0
2019-10-04 08:00:00,8240.5,8243.0,8020.0,8154.5,1680861122.0
2019-10-05 08:00:00,8154.5,8200.0,8022.0,8146.5,1247070981.0
2019-10-06 08:00:00,8146.5,8172.0,7770.0,7861.0,2177529708.0
2019-10-07 08:00:00,7861.0,8307.5,7765.0,8208.0,2790485285.0
2019-10-08 08:00:00,8208.0,8332.5,8095.5,8180.0,1775864658.0
2019-10-09 08:00:00,8180.0,8692.0,8111.5,8587.5,2918198967.0
2019-10-10 08:00:00,8587.5,8662.5,8466.0,8586.5,1820350604.0
2019-10-11 08:00:00,8586.5,8821.5,8222.0,8266.0,2840802059.0
2019-10-12 08:00:00,8266.0,8399.5,8252.0,8305.0,914764702.0
2019-10-13 08:00:00,8305.0,8466.0,8150.0,8278.0,1600848345.0
2019-10-14 08:00:00,8278.0,8406.0,8221.0,8358.0,1383917320.0
2019-10-15 08:00:00,8358.0,8420.0,8076.0,8156.0,1833941267.0
2019-10-16 08:00:00,8156.0,8175.0,7912.5,7995.5,1714484458.0
2019-10-17 08:00:00,7995.5,8123.0,7937.5,8070.5,1379848088.0
2019-10-18 08:00:00,8070.5,8112.0,7799.5,7951.0,2025413894.0
2019-10-19 08:00:00,7951.0,8110.0,7868.0,7960.0,1515391394.0
2019-10-20 08:00:00,7960.0,8318.0,7866.0,8233.0,2151767217.0
2019-10-21 08:00:00,8233.0,8357.0,8155.5,8204.5,1615409161.0
2019-10-22 08:00:00,8204.5,8313.0,7981.5,8019.0,1943310865.0
2019-10-23 08:00:00,8019.0,8044.5,7298.0,7468.0,3184348868.0
2019-10-24 08:00:00,7468.0,7504.5,7355.0,7424.0,1438106601.0
2019-10-25 08:00:00,7424.0,8790.0,7380.5,8668.0,5046279493.0
2019-10-26 08:00:00,8668.0,10584.5,8645.0,9264.5,8255466579.0
2019-10-27 08:00:00,9264.5,9832.5,9105.0,9556.0,4626756280.0
2019-10-28 08:00:00,9556.0,9944.0,9167.0,9226.0,3712381533.0
2019-10-29 08:00:00,9226.0,9565.5,9058.0,9438.0,3366567658.0
2019-10-30 08:00:00,9438.0,9438.5,8990.0,9165.0,2909978028.0
2019-10-31 08:00:00,9165.0,9440.0,8947.0,9153.5,3047547927.0
2019-11-01 08:00:00,9153.5,9316.0,9055.0,9255.5,2196031702.0
2019-11-02 08:00:00,9255.5,9412.0,9212.5,9313.5,1233087720.0
2019-11-03 08:00:00,9313.5,9389.5,9065.0,9205.5,1507073624.0
2019-11-04 08:00:00,9205.5,9617.0,9135.0,9426.5,2071601009.0
2019-11-05 08:00:00,9426.5,9485.0,9180.0,9317.0,2138589698.0
2019-11-06 08:00:00,9317.0,9462.0,9250.0,9347.0,1578464842.0
2019-11-07 08:00:00,9347.0,9377.5,9073.5,9213.0,1704656593.0
2019-11-08 08:00:00,9213.0,9254.0,8670.0,8765.0,3279777209.0
2019-11-09 08:00:00,8765.0,8880.0,8726.0,8806.0,1143494672.0
2019-11-10 08:00:00,8806.0,9200.0,8757.0,9038.5,1750868912.0
2019-11-11 08:00:00,9038.5,9075.0,8571.5,8717.5,2222292847.0
2019-11-12 08:00:00,8717.5,8872.5,8550.0,8818.0,2167911140.0
2019-11-13 08:00:00,8818.0,8847.5,8709.5,8764.0,1080815478.0
2019-11-14 08:00:00,8764.0,8794.0,8550.5,8630.5,1697709913.0
2019-11-15 08:00:00,8630.5,8795.0,8350.0,8456.0,2682084979.0
2019-11-16 08:00:00,8456.0,8532.5,8420.0,8484.5,786045873.0
2019-11-17 08:00:00,8484.5,8640.0,8380.0,8506.0,1303273609.0
2019-11-18 08:00:00,8506.0,8506.5,8006.0,8173.5,2474151019.0
2019-11-19 08:00:00,8173.5,8198.5,7983.5,8123.0,2020621821.0
2019-11-20 08:00:00,8123.0,8239.0,8026.0,8080.0,1520604781.0
2019-11-21 08:00:00,8080.0,8117.5,7350.0,7614.0,3216585080.0
2019-11-22 08:00:00,7614.0,7721.0,6736.0,7275.5,5640533528.0
2019-11-23 08:00:00,7275.5,7350.0,7101.0,7322.5,1904791671.0
2019-11-24 08:00:00,7322.5,7346.0,6858.0,6902.5,2723772449.0
2019-11-25 08:00:00,6902.5,7389.0,6516.0,7124.0,4690779276.0
2019-11-26 08:00:00,7124.0,7357.0,7012.5,7160.5,2548690727.0
2019-11-27 08:00:00,7160.5,7667.0,6831.0,7525.0,3562514343.0
2019-11-28 08:00:00,7525.0,7662.5,7365.0,7424.5,2007567886.0
2019-11-29 08:00:00,7424.5,7870.0,7412.0,7749.0,2298676734.0
2019-11-30 08:00:00,7749.0,7821.0,7450.0,7549.5,1580574227.0
2019-12-01 08:00:00,7549.5,7550.0,7225.0,7399.0,2330800876.0
2019-12-02 08:00:00,7399.0,7421.0,7160.0,7300.5,1849164060.0
2019-12-03 08:00:00,7300.5,7422.0,7237.5,7294.5,1231391989.0
2019-12-04 08:00:00,7294.5,7800.0,7080.5,7192.5,3113468342.0
2019-12-05 08:00:00,7192.5,7480.0,7140.0,7391.5,2243820337.0
2019-12-06 08:00:00,7391.5,7645.0,7289.5,7538.5,1979172181.0
2019-12-07 08:00:00,7538.5,7640.0,7479.0,7501.5,1010214682.0
2019-12-08 08:00:00,7501.5,7579.0,7387.5,7512.5,1093316907.0
2019-12-09 08:00:00,7512.5,7689.0,7276.5,7332.5,2231926258.0
2019-12-10 08:00:00,7332.5,7395.0,7155.0,7218.0,1665738486.0
2019-12-11 08:00:00,7218.0,7266.5,7122.0,7196.5,1154448620.0
2019-12-12 08:00:00,7196.5,7445.0,7050.0,7187.0,1750691296.0
2019-12-13 08:00:00,7187.0,7300.0,7182.0,7242.0,946762102.0
2019-12-14 08:00:00,7242.0,7263.5,6994.0,7060.5,1255852592.0
2019-12-15 08:00:00,7060.5,7202.0,7011.5,7107.5,1291636709.0
2019-12-16 08:00:00,7107.5,7172.0,6822.0,6873.0,1889957764.0
2019-12-17 08:00:00,6873.0,6933.0,6534.0,6611.5,2313870075.0
2019-12-18 08:00:00,6611.5,7489.5,6410.0,7288.0,4074723768.0
2019-12-19 08:00:00,7288.0,7371.5,7034.0,7148.5,2234109575.0
2019-12-20 08:00:00,7148.5,7222.5,7075.0,7186.5,1276768414.0
2019-12-21 08:00:00,7186.5,7188.0,7101.5,7140.0,605463755.0
2019-12-22 08:00:00,7140.0,7534.0,7122.0,7509.5,1784583659.0
2019-12-23 08:00:00,7509.5,7697.0,7264.0,7312.0,2770807470.0
2019-12-24 08:00:00,7312.0,7416.5,7155.5,7249.0,1774793321.0
2019-12-25 08:00:00,7249.0,7260.5,7111.5,7194.5,1158502649.0
2019-12-26 08:00:00,7194.5,7445.0,7142.0,7190.0,1533968997.0
2019-12-27 08:00:00,7190.0,7268.0,7060.0,7242.0,1462208740.0
2019-12-28 08:00:00,7242.0,7347.0,7231.0,7298.0,1191155941.0
2019-12-29 08:00:00,7298.0,7524.5,7272.0,7381.5,1545732585.0
2019-12-30 08:00:00,7381.5,7382.0,7201.0,7218.5,1263814042.0
2019-12-31 08:00:00,7218.5,7298.5,7115.0,7163.0,1097785557.0
2020-01-01 08:00:00,7163.0,7234.5,7153.0,7179.0,762775093.0
